INdividualSatisfactionClustersk2,F3_Haupteinkaufsstaette,Overall,Regional,Private,Branded,FruitVeggies,BreadnBaked,Flesh,Sausages,Dairy,Sweets,SoftDrinks
2,Edeka,2,5,5,5,2,3,3,2,5,1,1
2,Rewe,1,5,5,3,2,2,2,5,5,1,1
2,Globus,1,5,5,5,5,2,3,2,4,1,1
1,Kaufland,4,3,2,2,1,2,2,5,2,2,5
1,Kaufland,5,3,3,1,3,2,2,5,2,2,5
1,Edeka,4,3,1,2,3,2,3,1,4,5,5
1,Rewe,4,3,2,2,1,2,2,5,2,5,5
2,Rewe,1,3,2,3,2,2,3,1,4,5,1
1,Penny,5,3,2,2,1,5,5,4,2,5,4
1,Rewe,5,3,2,2,1,1,1,4,2,2,5
1,Lidl,5,3,2,2,4,5,1,4,2,4,3
1,Netto (Rot),5,3,1,2,1,5,1,2,4,5,1
1,Edeka,3,4,1,4,4,2,2,3,2,4,2
2,Aldi Nord,2,3,5,2,5,3,3,5,5,1,1
2,Lidl,2,3,4,2,2,3,3,2,1,1,1
1,Aldi Nord,2,5,1,2,2,2,2,5,5,5,5
1,Netto (Rot),4,3,2,2,1,2,2,5,2,5,5
1,Lidl,1,3,2,2,2,1,2,5,1,5,5
1,Real,4,1,2,2,3,2,2,5,2,5,5
1,Aldi Süd,2,5,2,2,2,2,2,5,4,5,5
2,Rewe,1,5,5,3,2,2,2,5,5,1,5
2,Globus,1,1,5,3,3,3,3,2,5,1,1
1,Aldi Süd,4,3,2,1,2,5,2,5,4,5,5
2,Netto (Rot),2,3,2,2,1,5,2,1,2,5,1
1,Netto (Rot),4,2,1,2,4,4,1,4,2,4,5
2,Edeka,2,5,5,5,2,2,3,2,5,1,5
1,Famila,1,3,2,2,3,2,2,5,4,5,5
2,Alnatura,2,5,5,5,2,3,2,5,5,5,1
1,Netto (Rot),5,3,1,3,1,1,5,4,2,5,3
2,Edeka,2,5,5,5,2,3,3,2,5,1,1
1,Aldi Nord,5,3,2,2,1,5,1,4,3,1,3
2,Kaufland,2,1,5,2,5,3,2,5,5,1,1
1,Rossmann,4,3,2,2,1,2,2,5,4,5,5
1,Rewe,3,2,3,1,4,5,4,4,2,3,4
1,Edeka,3,3,1,3,2,4,3,2,4,5,1
1,Tegut,5,1,1,1,3,2,2,5,4,5,5
1,Netto (Rot),2,3,2,3,1,2,2,5,3,2,2
2,Penny,4,3,1,2,2,3,3,2,5,1,1
1,Rewe,5,1,3,1,1,4,1,5,2,5,4
1,Aldi Nord,4,3,1,2,1,2,2,5,2,3,5
1,Rewe,2,3,4,5,1,2,2,5,4,5,5
1,Aldi Nord,4,3,2,2,1,5,2,5,5,3,2
1,Aldi Süd,2,3,1,2,1,4,2,5,4,2,3
1,Rewe,1,5,4,2,5,2,2,5,4,5,5
2,Kaufland,1,3,5,5,2,2,5,5,5,1,1
1,Kaufland,4,3,2,2,1,2,2,5,2,5,5
1,Lidl,5,2,2,1,5,1,1,5,5,5,3
1,Lidl,3,1,2,2,1,5,2,5,2,3,3
1,Edeka,4,3,2,2,1,2,2,5,2,5,5
1,Kaufland,1,2,5,1,5,2,2,5,4,5,4
1,Rewe,1,3,1,2,5,3,2,1,4,5,5
1,Edeka,1,3,2,2,5,3,2,5,5,1,5
1,Netto (Rot),5,3,1,1,1,2,2,4,2,2,3
2,Rewe,2,5,5,5,2,3,3,2,5,1,1
1,Kaufland,4,3,2,2,1,2,2,1,4,2,5
1,Real,5,2,5,2,4,2,2,5,4,5,5
1,Edeka,1,3,1,3,2,2,2,5,1,5,5
2,Rewe,1,3,5,3,2,3,3,2,5,1,1
2,Globus,1,5,5,3,2,3,3,2,5,5,1
2,Edeka,2,5,5,2,2,2,2,2,5,1,1
1,Kaufland,5,3,2,2,3,5,2,5,4,5,5
2,Penny,2,3,5,5,2,3,2,2,5,1,5
2,Edeka,2,3,4,2,1,2,2,5,5,1,1
1,Lidl,4,3,4,1,1,2,2,5,4,3,5
2,Netto (Rot),2,5,5,5,2,3,3,2,5,1,1
1,Combi,4,3,4,1,1,2,5,5,4,2,5
1,Kaufland,4,1,2,1,3,1,5,4,2,3,3
1,Aldi Süd,1,3,1,2,5,2,2,5,4,5,5
2,Rewe,2,5,5,5,2,2,2,5,5,5,5
2,Aldi Süd,2,3,5,2,2,3,2,5,5,1,1
1,Penny,5,2,2,1,3,4,5,5,2,5,4
2,Kaufland,2,5,5,5,2,3,3,2,5,1,1
2,Globus,2,5,5,3,2,3,3,2,5,1,1
1,Lidl,5,3,2,1,3,1,5,5,2,3,5
1,Rewe,5,2,2,2,3,1,1,4,2,5,5
1,Rewe,5,2,2,1,4,1,1,5,3,5,5
1,Rossmann,1,3,3,2,1,2,2,5,4,1,5
1,Rewe,2,3,4,2,1,2,2,2,4,5,5
1,Netto (Rot),5,1,2,2,1,5,1,4,2,3,4
2,Rewe,2,3,5,3,2,2,2,2,5,5,1
1,Rewe,4,3,2,4,1,2,4,4,2,5,2
2,Andere,1,5,1,3,2,2,2,5,5,1,1
2,Lidl,2,5,5,5,2,2,2,2,5,1,1
1,Kaufland,3,3,3,1,4,4,1,4,2,4,2
1,Netto (Rot),2,3,5,2,4,2,2,5,5,3,5
1,Netto (Rot),5,3,1,2,1,5,2,5,2,5,3
2,Edeka,2,5,5,5,2,2,3,2,5,1,1
1,Kaufland,3,3,3,2,1,1,5,5,2,5,5
2,Kaufland,1,5,4,3,1,1,2,5,5,1,3
2,Edeka,2,5,5,5,2,3,2,2,5,1,5
1,Edeka,4,3,2,2,2,2,1,5,2,3,2
1,Penny,4,3,2,2,1,2,2,5,2,5,5
2,Rewe,1,5,1,3,1,2,2,2,5,1,1
1,Edeka,5,1,1,2,1,2,2,5,2,5,5
1,Rewe,2,5,1,5,2,3,2,2,5,5,5
1,Aldi Süd,5,3,2,2,1,5,1,5,2,3,3
1,Lidl,1,3,5,2,1,2,2,5,4,5,5
2,Edeka,1,5,5,5,2,3,3,2,5,1,1
1,Andere,3,3,1,2,5,2,2,5,4,5,3
2,Lidl,2,5,1,5,2,2,3,5,4,1,5
1,Lidl,5,1,3,1,1,4,1,5,2,5,3
1,Kaufland,4,3,2,2,1,5,1,5,2,5,5
1,Lidl,4,1,1,1,1,5,2,5,2,1,1
1,Rewe,4,3,2,2,5,2,2,5,5,1,5
1,Aldi Nord,4,3,2,2,1,2,2,5,2,2,5
2,Real,4,3,5,3,1,5,2,5,5,1,5
2,Aldi Nord,2,5,5,3,2,3,2,5,5,1,1
2,Lidl,2,3,4,5,5,2,2,5,1,1,1
1,Lidl,4,1,5,2,1,1,1,5,4,5,3
2,Edeka,1,3,1,3,2,2,3,2,5,1,1
2,Netto (Rot),2,5,5,2,2,2,2,2,4,1,5
2,Aldi Süd,2,3,5,5,2,3,3,2,5,1,1
1,Kaufland,5,3,2,1,1,2,1,4,2,4,3
1,Rewe,4,3,2,2,1,2,2,5,3,5,5
2,Edeka,1,3,5,5,1,2,2,1,4,5,1
2,Rewe,1,3,5,5,1,3,3,2,5,5,5
1,Andere,5,3,1,2,2,1,3,2,5,5,5
2,Rewe,2,5,1,5,2,2,2,5,5,5,1
1,Kaufland,4,1,2,2,1,2,2,5,2,3,3
2,Lidl,2,5,5,5,2,3,3,2,5,1,1
1,Rewe,4,3,4,2,3,2,5,5,4,5,5
1,Kaufland,5,3,1,2,1,1,5,5,2,2,2
1,Andere,5,1,1,2,1,5,2,5,3,2,5
1,Netto (Rot),3,3,1,4,3,2,2,5,4,5,5
2,Lidl,2,3,5,5,1,3,2,1,5,1,1
1,Rewe,1,3,4,2,1,2,2,5,2,2,5
1,Rewe,1,3,4,2,2,1,3,2,4,5,5
1,Aldi Nord,4,3,4,2,1,2,2,5,3,3,5
1,Norma,5,2,2,1,4,2,1,4,2,5,5
1,Edeka,1,3,1,2,2,3,3,1,1,1,5
1,Edeka,4,3,2,2,1,2,1,4,2,4,2
1,Netto (Rot),4,3,1,2,1,2,1,5,4,5,5
2,Edeka,1,3,5,5,2,3,3,2,5,1,5
2,Edeka,4,5,5,2,2,4,1,4,4,5,1
2,Penny,2,3,5,2,1,2,2,2,5,1,1
1,Aldi Süd,4,3,5,2,1,2,5,5,4,5,1
1,Rewe,5,1,2,2,1,1,1,4,2,5,5
2,Rewe,2,5,5,5,2,3,3,2,5,1,1
1,Edeka,1,3,1,2,3,2,5,5,2,5,5
1,Lidl,2,3,1,5,5,3,3,5,1,5,5
1,Lidl,4,1,1,2,1,2,1,5,5,5,5
1,Lidl,4,3,2,2,1,2,2,5,2,3,2
1,Edeka,4,3,2,2,1,2,2,5,2,5,5
2,Lidl,2,3,1,2,1,2,2,2,5,5,1
2,Aldi Nord,2,3,5,2,1,3,2,5,5,1,5
2,Lidl,2,3,5,5,2,3,3,2,5,1,1
2,Netto (Rot),2,5,1,2,2,3,3,2,5,5,1
1,Globus,4,3,1,2,1,2,2,5,3,5,5
1,Aldi Süd,2,3,5,5,1,3,2,5,1,5,5
1,Rewe,5,3,2,2,1,2,1,5,2,3,4
1,Rewe,5,1,3,2,3,2,1,5,4,2,4
2,Edeka,1,3,5,3,2,2,3,2,5,1,1
1,Edeka,1,2,2,2,5,1,2,5,4,2,5
2,Aldi Süd,2,5,1,2,2,3,3,2,5,1,1
1,Rewe,4,3,3,2,1,2,2,5,5,3,5
1,Netto (Rot),5,3,2,2,1,2,2,5,2,5,5
2,Aldi Nord,2,5,5,2,1,3,3,2,5,1,1
1,Edeka,5,3,2,2,1,2,2,5,2,5,2
1,Lidl,4,3,4,2,2,3,3,5,5,5,5
1,Edeka,4,3,1,2,3,1,5,4,2,2,5
2,Rewe,1,3,2,2,1,2,2,1,4,1,5
2,Edeka,1,3,5,5,1,2,3,1,5,5,1
2,Kaufland,2,3,5,5,2,5,2,5,4,1,4
1,Penny,1,3,5,2,4,2,1,4,2,3,5
2,Rewe,1,3,2,2,3,3,3,1,5,1,1
1,Rewe,2,3,2,2,1,2,2,5,5,1,5
1,Aldi Nord,5,2,2,2,3,2,1,5,2,5,5
1,Netto (Rot),4,3,5,2,5,2,2,5,4,5,5
2,Kaufland,2,5,5,5,2,2,3,2,5,1,1
1,Penny,5,3,1,1,1,2,2,5,3,5,3
2,Aldi Süd,4,3,2,2,4,3,2,2,5,1,1
1,Aldi Süd,5,3,1,2,3,1,2,5,2,2,5
2,Rewe,1,5,5,5,1,2,2,5,5,1,5
2,Lidl,2,3,5,5,3,3,5,5,5,1,5
1,Rewe,5,3,2,2,1,2,2,5,2,5,5
2,Kaufland,2,5,5,3,2,2,3,2,5,1,5
2,Netto (Rot),2,5,5,5,2,3,3,2,5,1,1
2,Lidl,2,5,5,2,2,3,3,2,1,1,5
1,Edeka,5,3,2,2,1,2,2,5,2,2,5
1,Penny,4,1,2,2,2,2,2,5,1,5,5
1,Denn's,4,3,2,1,3,2,2,5,3,5,5
1,Lidl,1,3,1,2,1,2,2,5,4,5,1
1,Aldi Süd,4,3,4,2,1,5,2,5,2,3,4
1,Edeka,2,5,1,2,1,2,2,1,1,5,5
1,Rewe,4,3,2,2,2,3,2,5,3,5,5
2,Aldi Süd,2,5,5,5,2,2,3,2,5,1,5
1,Rewe,4,3,2,2,1,3,2,5,2,5,1
1,Rewe,4,3,2,2,5,2,2,1,1,5,5
1,Rewe,4,3,2,2,1,2,2,5,4,5,3
1,Norma,4,1,1,2,1,2,2,1,4,1,3
1,Rewe,5,3,2,2,3,1,5,5,4,4,4
1,Aldi Süd,5,1,2,2,1,2,2,5,2,4,5
2,Penny,2,5,5,5,2,3,3,2,5,1,1
1,Kaufland,2,3,2,2,1,2,2,5,2,5,5
1,Real,1,3,3,4,1,2,2,5,4,5,4
1,Andere,4,3,5,1,1,5,2,5,3,5,3
1,Tegut,4,3,1,2,5,3,2,5,2,5,5
2,Lidl,1,3,2,3,2,3,2,1,4,5,1
1,Penny,4,3,2,2,1,3,2,1,2,5,5
2,Famila,1,5,2,3,5,2,2,1,3,2,5
1,Penny,5,3,1,2,1,5,1,5,2,2,4
1,Netto (Rot),4,3,1,2,1,5,1,5,1,5,1
2,Markant,2,5,5,5,2,2,3,2,5,5,5
1,DM,1,3,1,2,1,2,2,5,4,5,5
2,Aldi Süd,2,5,5,5,2,3,3,2,5,1,1
2,Denn's,1,3,5,5,5,2,2,5,4,1,1
1,Lidl,5,3,3,2,4,4,1,4,2,4,5
1,Lidl,5,3,2,2,1,2,2,5,2,5,3
2,Edeka,2,5,5,5,2,2,3,2,5,1,1
2,Rewe,3,4,3,4,4,4,4,3,2,4,2
2,Lidl,2,5,5,5,1,3,3,2,5,1,1
2,Kaufland,4,3,5,2,1,2,2,1,4,1,5
1,Netto (Rot),4,3,2,2,1,2,2,5,2,5,5
1,Edeka,3,2,3,4,4,2,4,5,2,4,2
1,Kaufland,2,3,2,2,1,2,2,5,2,3,3
1,Norma,4,3,2,2,1,1,2,5,2,5,5
1,Edeka,3,4,3,4,4,2,1,4,2,4,2
2,Rewe,2,3,5,5,2,3,3,2,4,1,1
1,Amazon,5,3,2,2,1,2,2,5,4,3,2
1,Kaufland,4,3,2,2,1,2,2,5,2,5,5
2,Lidl,2,3,5,5,5,3,2,5,5,1,1
2,Kaufland,2,5,5,5,5,3,3,2,1,1,1
1,Edeka,5,3,2,2,1,3,1,5,4,5,5
2,Aldi Süd,2,5,5,5,2,3,3,2,5,1,1
1,Kaufland,4,3,2,2,1,1,2,5,2,5,3
1,Kaufland,5,3,2,2,1,2,2,5,2,5,5
2,Aldi Süd,2,5,5,5,2,3,2,5,4,1,1
1,Kaufland,4,3,1,2,3,3,2,5,2,2,2
1,Penny,4,3,2,2,1,2,2,5,4,5,5
1,Rewe,5,2,3,1,4,4,1,4,2,4,2
2,Rewe,1,5,5,3,2,2,2,2,4,5,5
1,Netto (Rot),4,3,4,2,2,2,2,2,5,3,5
1,Lidl,1,3,4,2,1,2,2,5,2,5,5
1,Edeka,4,3,2,2,3,2,5,5,4,5,5
1,Edeka,4,3,2,2,1,2,2,5,2,5,5
1,Aldi Süd,4,3,1,1,2,2,2,5,2,5,5
1,Netto (Rot),4,1,1,2,1,1,2,2,1,5,5
1,Kaufland,5,3,2,3,4,2,1,5,4,5,5
2,Aldi Süd,2,3,5,5,2,3,2,5,5,1,1
1,Penny,5,3,2,1,4,2,1,5,2,2,2
2,Rewe,1,3,5,2,2,2,2,5,4,5,2
2,Aldi Süd,1,3,5,5,2,2,5,5,1,1,5
2,Penny,1,3,5,5,1,3,3,2,5,1,1
1,Edeka,5,2,4,4,4,2,2,5,2,4,4
1,Penny,5,3,1,1,4,1,2,5,2,3,3
2,Rewe,1,3,4,2,1,3,2,1,5,3,5
1,Aldi Nord,4,3,1,2,1,2,2,4,2,3,5
2,Real,4,3,5,2,4,4,4,3,2,5,1
1,Edeka,4,3,1,2,1,2,2,5,2,5,5
1,Edeka,4,5,2,2,3,2,1,4,2,2,5
1,Edeka,5,3,3,1,3,2,2,5,2,2,5
2,Lidl,2,3,5,5,2,2,3,2,5,1,5
2,Rewe,1,5,5,3,2,2,2,2,5,5,1
1,Lidl,5,3,1,2,1,2,2,4,2,3,5
2,Edeka,2,5,5,2,2,3,2,2,4,1,5
2,Kaufland,2,3,5,2,2,3,3,2,5,1,1
1,Edeka,4,3,1,3,3,2,2,5,2,5,5
2,Lidl,2,5,5,3,2,3,2,2,5,1,1
1,Edeka,5,3,2,1,3,3,1,5,2,1,4
2,Netto (Rot),2,5,5,5,2,3,3,2,5,1,1
1,Kaufland,4,3,1,2,3,3,2,2,1,1,1
2,Edeka,2,5,5,5,2,3,3,2,5,1,5
2,Lidl,2,5,5,5,2,3,3,2,5,1,1
1,Kaufland,5,2,1,1,4,2,2,5,2,5,5
1,Edeka,5,2,3,1,4,2,2,5,4,5,2
2,Globus,1,3,5,3,3,2,2,2,4,5,1
2,Rewe,2,5,5,5,2,2,2,2,5,1,1
1,Norma,5,1,3,4,4,4,1,4,2,5,5
2,Penny,2,5,5,5,2,3,3,2,5,1,1
1,Edeka,4,3,2,2,1,2,2,5,2,5,5
1,Rewe,5,2,3,2,4,2,1,4,2,5,2
1,Andere,4,1,3,1,3,1,2,5,2,2,5
1,Kaufland,4,3,1,2,1,2,2,5,2,2,5
2,Globus,2,5,5,5,2,3,3,2,5,1,5
1,Aldi Süd,4,3,5,2,2,2,2,5,5,5,3
1,Edeka,1,3,2,2,1,2,3,2,5,5,5
2,Lidl,2,5,5,5,2,3,3,2,5,1,1
2,Real,1,5,5,5,2,3,3,2,5,1,1
1,Rewe,5,2,3,1,4,4,1,4,2,5,2
1,Lidl,5,3,2,2,1,1,2,5,2,2,3
1,Norma,5,3,2,1,1,5,2,5,2,3,5
1,Lidl,1,3,2,2,1,2,2,5,2,5,5
1,Lidl,5,3,2,2,1,2,2,4,2,3,5
2,Tegut,1,5,5,3,3,2,3,2,5,1,5
2,Lidl,1,5,4,2,1,2,3,1,5,5,1
1,Rewe,4,3,2,2,3,2,1,5,2,5,5
1,Lidl,2,3,4,2,2,1,2,5,5,5,5
2,Netto (Rot),2,5,5,2,5,3,3,2,1,5,1
2,Aldi Nord,2,3,5,5,5,3,3,2,5,1,1
2,Rewe,1,3,5,3,3,5,2,1,4,5,1
1,Edeka,1,3,1,3,5,2,2,5,1,5,5
1,Andere,4,3,5,2,1,2,1,5,2,5,1
2,Kaufland,1,3,1,5,5,2,2,1,2,2,3
1,Rewe,5,1,2,2,1,3,3,5,4,1,5
1,Real,5,2,3,1,4,4,1,4,2,4,2
2,Kaufland,3,3,3,4,4,4,4,3,2,4,2
1,Edeka,5,1,4,1,2,2,3,1,2,5,5
1,Edeka,4,3,1,3,1,2,2,5,2,1,1
1,Aldi Nord,2,3,1,2,2,2,2,5,4,5,1
1,Aldi Nord,4,3,2,2,1,2,2,5,2,5,5
1,Penny,4,3,1,5,1,2,2,5,2,1,5
1,Aldi Nord,5,2,3,1,1,1,2,5,4,1,1
2,Lidl,1,1,5,2,2,2,2,2,5,1,1
1,Lidl,4,2,2,2,3,5,2,5,2,5,5
1,Rewe,4,3,2,2,1,2,2,5,2,5,5
1,Lidl,4,3,5,2,2,3,2,5,4,1,5
1,Kaufland,2,5,1,5,5,2,3,2,2,5,5
1,Lidl,4,3,5,2,1,5,2,5,2,5,1
1,Edeka,1,3,2,1,3,2,3,1,2,5,5
1,Lidl,1,1,4,2,2,2,1,5,4,3,5
2,Penny,4,3,2,2,4,2,5,1,5,5,2
2,Kaufland,1,3,5,2,3,1,5,1,4,2,5
2,Edeka,2,3,5,3,2,3,3,1,4,5,5
1,Lidl,2,1,1,1,1,2,2,5,4,5,5
1,Aldi Nord,4,3,2,2,1,2,2,5,2,5,5
1,Rewe,5,2,1,2,3,1,2,5,2,2,3
1,Aldi Süd,4,3,2,2,5,2,2,5,1,5,5
1,Lidl,4,3,2,2,1,2,2,5,2,5,5
2,Netto (Schwarz),2,3,5,2,1,2,3,2,5,1,5
2,Rewe,1,5,5,3,2,3,3,2,5,1,1
1,Netto (Rot),4,3,1,2,5,1,3,4,2,5,4
2,Edeka,1,5,5,5,2,3,2,2,5,1,1
1,Edeka,1,1,2,3,1,2,5,5,5,5,5
1,Aldi Süd,5,1,2,2,4,2,1,5,2,3,5
2,Netto (Rot),2,3,4,3,1,3,2,5,5,1,1
2,Rewe,1,5,4,5,2,2,2,2,1,1,5
2,Edeka,4,3,4,3,2,2,2,2,4,1,5
1,Aldi Süd,4,3,2,2,4,1,1,5,2,5,5
1,Lidl,4,3,2,2,1,2,1,5,4,5,5
1,Lidl,3,5,5,3,1,2,3,5,2,5,5
2,Lidl,2,3,4,2,5,3,3,1,5,1,5
1,Real,5,2,2,4,1,2,1,4,4,2,5
1,Lidl,4,3,2,1,4,4,1,4,2,3,5
2,Penny,5,3,5,2,2,3,2,5,3,1,1
1,Lidl,4,3,2,2,1,1,2,5,2,5,5
1,Netto (Rot),4,3,2,2,1,2,2,5,2,5,5
2,DM,2,5,5,5,1,2,2,5,4,5,5
1,Lidl,2,3,1,5,1,2,5,5,1,1,5
1,Rewe,2,3,4,2,1,2,2,4,4,5,5
1,Penny,5,1,2,1,1,4,2,4,2,5,4
1,Edeka,4,3,2,2,1,2,2,5,4,5,5
1,Lidl,4,3,3,2,5,2,1,4,2,3,4
1,Lidl,5,3,3,2,1,5,1,4,2,5,3
2,Netto (Rot),2,3,5,5,2,3,3,2,5,1,1
1,Lidl,4,3,2,2,1,5,2,4,2,5,2
1,Kaufland,4,1,2,2,1,2,2,5,2,5,5
1,Aldi Süd,4,1,2,2,1,2,2,5,2,5,5
1,Netto (Rot),5,3,2,1,1,5,2,5,2,2,4
1,Andere,5,3,2,2,3,2,2,5,2,5,5
1,Lidl,1,1,3,2,2,2,5,5,2,5,3
2,Netto (Rot),2,3,5,5,1,5,3,2,5,1,1
1,Netto (Rot),3,2,2,2,1,2,4,4,2,5,2
2,Rewe,1,3,5,5,2,3,2,5,4,1,1
2,Edeka,2,3,5,5,2,3,3,2,5,1,1
1,Lidl,4,3,1,1,5,2,2,5,5,5,5
1,Kaufland,5,3,3,2,1,2,2,5,2,5,5
1,Rewe,4,2,3,1,4,2,1,2,2,3,2
1,Kaufland,5,3,3,1,4,4,1,4,2,2,2
1,Aldi Nord,4,3,4,2,1,2,2,5,5,5,5
1,Aldi Süd,4,3,1,2,4,1,2,5,2,5,5
1,Netto (Schwarz),3,4,3,4,1,2,2,5,2,5,5
2,Edeka,1,3,5,5,2,2,2,2,4,5,5
1,Lidl,2,3,4,2,1,2,2,5,4,5,5
1,Penny,3,3,3,1,4,2,2,4,2,4,2
1,Aldi Süd,4,3,1,2,5,2,2,4,2,5,3
1,Rewe,3,5,4,2,5,3,2,5,5,5,5
1,Lidl,5,2,1,2,1,1,2,5,2,2,5
2,Lidl,1,3,5,1,3,3,3,1,4,2,1
2,Netto (Rot),1,3,1,2,2,5,2,1,4,1,5
2,Lidl,4,3,5,5,5,3,3,2,1,1,1
2,Lidl,2,3,5,3,5,3,2,5,5,1,4
2,Kaufland,2,3,5,5,2,3,3,2,1,1,1
1,Rewe,5,2,2,1,3,1,2,5,2,3,4
2,Edeka,1,3,5,2,1,2,2,1,4,2,5
2,Edeka,2,5,5,5,2,3,3,2,5,1,1
1,Real,3,4,3,1,4,2,4,4,2,4,2
1,Netto (Rot),4,1,2,2,1,4,2,5,4,2,3
2,Lidl,1,3,1,2,5,3,3,1,1,1,1
1,Kaufland,4,3,2,2,1,1,1,5,2,5,3
2,Rewe,1,3,5,3,5,2,2,1,5,1,2
2,Kaufland,2,3,5,3,2,2,2,2,3,5,3
1,Aldi Nord,4,3,1,1,2,2,2,5,1,5,3
1,Netto (Rot),4,3,1,2,1,5,2,1,4,5,5
1,Lidl,4,3,1,2,5,2,1,5,4,5,2
2,Edeka,4,3,5,5,1,3,2,2,5,1,1
2,Globus,2,5,5,2,2,3,3,2,5,1,1
